source_split,image_path,mask_path,mask_exists,height,width,channels,defect_pixels,class,dataset_split
train,data/raw/kolektor-sdd2/train/10879.png,data/raw/kolektor-sdd2/train/10879_GT.png,True,651,216,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10880.png,data/raw/kolektor-sdd2/train/10880_GT.png,True,634,225,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10881.png,data/raw/kolektor-sdd2/train/10881_GT.png,True,635,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10882.png,data/raw/kolektor-sdd2/train/10882_GT.png,True,636,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10883.png,data/raw/kolektor-sdd2/train/10883_GT.png,True,636,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10884.png,data/raw/kolektor-sdd2/train/10884_GT.png,True,634,236,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10885.png,data/raw/kolektor-sdd2/train/10885_GT.png,True,637,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10886.png,data/raw/kolektor-sdd2/train/10886_GT.png,True,641,233,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10887.png,data/raw/kolektor-sdd2/train/10887_GT.png,True,650,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10888.png,data/raw/kolektor-sdd2/train/10888_GT.png,True,639,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10889.png,data/raw/kolektor-sdd2/train/10889_GT.png,True,638,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10890.png,data/raw/kolektor-sdd2/train/10890_GT.png,True,646,235,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10891.png,data/raw/kolektor-sdd2/train/10891_GT.png,True,634,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10892.png,data/raw/kolektor-sdd2/train/10892_GT.png,True,633,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10893.png,data/raw/kolektor-sdd2/train/10893_GT.png,True,634,227,3,1202,defect,train
train,data/raw/kolektor-sdd2/train/10894.png,data/raw/kolektor-sdd2/train/10894_GT.png,True,625,220,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10895.png,data/raw/kolektor-sdd2/train/10895_GT.png,True,642,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10896.png,data/raw/kolektor-sdd2/train/10896_GT.png,True,644,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10897.png,data/raw/kolektor-sdd2/train/10897_GT.png,True,641,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10898.png,data/raw/kolektor-sdd2/train/10898_GT.png,True,644,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10899.png,data/raw/kolektor-sdd2/train/10899_GT.png,True,640,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10900.png,data/raw/kolektor-sdd2/train/10900_GT.png,True,642,238,3,940,defect,train
train,data/raw/kolektor-sdd2/train/10901.png,data/raw/kolektor-sdd2/train/10901_GT.png,True,633,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10902.png,data/raw/kolektor-sdd2/train/10902_GT.png,True,637,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10903.png,data/raw/kolektor-sdd2/train/10903_GT.png,True,639,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10904.png,data/raw/kolektor-sdd2/train/10904_GT.png,True,635,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10905.png,data/raw/kolektor-sdd2/train/10905_GT.png,True,636,228,3,1906,defect,train
train,data/raw/kolektor-sdd2/train/10906.png,data/raw/kolektor-sdd2/train/10906_GT.png,True,627,225,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10907.png,data/raw/kolektor-sdd2/train/10907_GT.png,True,634,226,3,24633,defect,validation
train,data/raw/kolektor-sdd2/train/10908.png,data/raw/kolektor-sdd2/train/10908_GT.png,True,638,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10909.png,data/raw/kolektor-sdd2/train/10909_GT.png,True,640,228,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10910.png,data/raw/kolektor-sdd2/train/10910_GT.png,True,630,234,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10911.png,data/raw/kolektor-sdd2/train/10911_GT.png,True,645,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10912.png,data/raw/kolektor-sdd2/train/10912_GT.png,True,638,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10913.png,data/raw/kolektor-sdd2/train/10913_GT.png,True,632,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10914.png,data/raw/kolektor-sdd2/train/10914_GT.png,True,639,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10915.png,data/raw/kolektor-sdd2/train/10915_GT.png,True,636,206,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10916.png,data/raw/kolektor-sdd2/train/10916_GT.png,True,633,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10917.png,data/raw/kolektor-sdd2/train/10917_GT.png,True,620,224,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10918.png,data/raw/kolektor-sdd2/train/10918_GT.png,True,636,224,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10919.png,data/raw/kolektor-sdd2/train/10919_GT.png,True,633,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10920.png,data/raw/kolektor-sdd2/train/10920_GT.png,True,648,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10921.png,data/raw/kolektor-sdd2/train/10921_GT.png,True,632,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10922.png,data/raw/kolektor-sdd2/train/10922_GT.png,True,631,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10923.png,data/raw/kolektor-sdd2/train/10923_GT.png,True,634,223,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10924.png,data/raw/kolektor-sdd2/train/10924_GT.png,True,638,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10925.png,data/raw/kolektor-sdd2/train/10925_GT.png,True,643,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10926.png,data/raw/kolektor-sdd2/train/10926_GT.png,True,632,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10927.png,data/raw/kolektor-sdd2/train/10927_GT.png,True,633,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10928.png,data/raw/kolektor-sdd2/train/10928_GT.png,True,633,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10929.png,data/raw/kolektor-sdd2/train/10929_GT.png,True,632,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10930.png,data/raw/kolektor-sdd2/train/10930_GT.png,True,648,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10931.png,data/raw/kolektor-sdd2/train/10931_GT.png,True,625,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10932.png,data/raw/kolektor-sdd2/train/10932_GT.png,True,642,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10933.png,data/raw/kolektor-sdd2/train/10933_GT.png,True,631,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10934.png,data/raw/kolektor-sdd2/train/10934_GT.png,True,638,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10935.png,data/raw/kolektor-sdd2/train/10935_GT.png,True,642,239,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10936.png,data/raw/kolektor-sdd2/train/10936_GT.png,True,637,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10937.png,data/raw/kolektor-sdd2/train/10937_GT.png,True,612,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10938.png,data/raw/kolektor-sdd2/train/10938_GT.png,True,643,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10939.png,data/raw/kolektor-sdd2/train/10939_GT.png,True,638,236,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10940.png,data/raw/kolektor-sdd2/train/10940_GT.png,True,639,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10941.png,data/raw/kolektor-sdd2/train/10941_GT.png,True,646,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10942.png,data/raw/kolektor-sdd2/train/10942_GT.png,True,643,214,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10943.png,data/raw/kolektor-sdd2/train/10943_GT.png,True,637,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10944.png,data/raw/kolektor-sdd2/train/10944_GT.png,True,636,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10945.png,data/raw/kolektor-sdd2/train/10945_GT.png,True,636,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10946.png,data/raw/kolektor-sdd2/train/10946_GT.png,True,640,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10947.png,data/raw/kolektor-sdd2/train/10947_GT.png,True,635,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10948.png,data/raw/kolektor-sdd2/train/10948_GT.png,True,627,223,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10949.png,data/raw/kolektor-sdd2/train/10949_GT.png,True,643,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10950.png,data/raw/kolektor-sdd2/train/10950_GT.png,True,636,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10951.png,data/raw/kolektor-sdd2/train/10951_GT.png,True,636,227,3,1731,defect,train
train,data/raw/kolektor-sdd2/train/10952.png,data/raw/kolektor-sdd2/train/10952_GT.png,True,643,228,3,14727,defect,train
train,data/raw/kolektor-sdd2/train/10953.png,data/raw/kolektor-sdd2/train/10953_GT.png,True,643,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10954.png,data/raw/kolektor-sdd2/train/10954_GT.png,True,631,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10955.png,data/raw/kolektor-sdd2/train/10955_GT.png,True,638,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10956.png,data/raw/kolektor-sdd2/train/10956_GT.png,True,632,224,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10957.png,data/raw/kolektor-sdd2/train/10957_GT.png,True,634,199,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10958.png,data/raw/kolektor-sdd2/train/10958_GT.png,True,637,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10959.png,data/raw/kolektor-sdd2/train/10959_GT.png,True,641,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10960.png,data/raw/kolektor-sdd2/train/10960_GT.png,True,629,224,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10961.png,data/raw/kolektor-sdd2/train/10961_GT.png,True,641,240,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10962.png,data/raw/kolektor-sdd2/train/10962_GT.png,True,631,224,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10963.png,data/raw/kolektor-sdd2/train/10963_GT.png,True,642,225,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10964.png,data/raw/kolektor-sdd2/train/10964_GT.png,True,644,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10965.png,data/raw/kolektor-sdd2/train/10965_GT.png,True,633,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10966.png,data/raw/kolektor-sdd2/train/10966_GT.png,True,634,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10967.png,data/raw/kolektor-sdd2/train/10967_GT.png,True,649,236,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10968.png,data/raw/kolektor-sdd2/train/10968_GT.png,True,644,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10969.png,data/raw/kolektor-sdd2/train/10969_GT.png,True,638,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10970.png,data/raw/kolektor-sdd2/train/10970_GT.png,True,655,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10971.png,data/raw/kolektor-sdd2/train/10971_GT.png,True,630,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10972.png,data/raw/kolektor-sdd2/train/10972_GT.png,True,635,233,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10973.png,data/raw/kolektor-sdd2/train/10973_GT.png,True,634,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10974.png,data/raw/kolektor-sdd2/train/10974_GT.png,True,635,226,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10975.png,data/raw/kolektor-sdd2/train/10975_GT.png,True,639,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10976.png,data/raw/kolektor-sdd2/train/10976_GT.png,True,630,237,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10977.png,data/raw/kolektor-sdd2/train/10977_GT.png,True,634,225,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10978.png,data/raw/kolektor-sdd2/train/10978_GT.png,True,631,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10979.png,data/raw/kolektor-sdd2/train/10979_GT.png,True,641,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10980.png,data/raw/kolektor-sdd2/train/10980_GT.png,True,638,236,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10981.png,data/raw/kolektor-sdd2/train/10981_GT.png,True,631,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10982.png,data/raw/kolektor-sdd2/train/10982_GT.png,True,636,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10983.png,data/raw/kolektor-sdd2/train/10983_GT.png,True,634,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10984.png,data/raw/kolektor-sdd2/train/10984_GT.png,True,641,236,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10985.png,data/raw/kolektor-sdd2/train/10985_GT.png,True,640,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10986.png,data/raw/kolektor-sdd2/train/10986_GT.png,True,631,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10987.png,data/raw/kolektor-sdd2/train/10987_GT.png,True,645,214,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10988.png,data/raw/kolektor-sdd2/train/10988_GT.png,True,641,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10989.png,data/raw/kolektor-sdd2/train/10989_GT.png,True,640,225,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10990.png,data/raw/kolektor-sdd2/train/10990_GT.png,True,629,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10991.png,data/raw/kolektor-sdd2/train/10991_GT.png,True,636,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10992.png,data/raw/kolektor-sdd2/train/10992_GT.png,True,632,232,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10993.png,data/raw/kolektor-sdd2/train/10993_GT.png,True,633,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10994.png,data/raw/kolektor-sdd2/train/10994_GT.png,True,642,232,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10995.png,data/raw/kolektor-sdd2/train/10995_GT.png,True,643,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10996.png,data/raw/kolektor-sdd2/train/10996_GT.png,True,635,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10997.png,data/raw/kolektor-sdd2/train/10997_GT.png,True,648,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10998.png,data/raw/kolektor-sdd2/train/10998_GT.png,True,628,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10999.png,data/raw/kolektor-sdd2/train/10999_GT.png,True,637,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11000.png,data/raw/kolektor-sdd2/train/11000_GT.png,True,627,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11001.png,data/raw/kolektor-sdd2/train/11001_GT.png,True,635,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11002.png,data/raw/kolektor-sdd2/train/11002_GT.png,True,636,227,3,2436,defect,train
train,data/raw/kolektor-sdd2/train/11003.png,data/raw/kolektor-sdd2/train/11003_GT.png,True,631,224,3,3671,defect,train
train,data/raw/kolektor-sdd2/train/11004.png,data/raw/kolektor-sdd2/train/11004_GT.png,True,644,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11005.png,data/raw/kolektor-sdd2/train/11005_GT.png,True,650,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11006.png,data/raw/kolektor-sdd2/train/11006_GT.png,True,641,215,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11007.png,data/raw/kolektor-sdd2/train/11007_GT.png,True,647,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11008.png,data/raw/kolektor-sdd2/train/11008_GT.png,True,633,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11009.png,data/raw/kolektor-sdd2/train/11009_GT.png,True,637,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11010.png,data/raw/kolektor-sdd2/train/11010_GT.png,True,638,208,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11011.png,data/raw/kolektor-sdd2/train/11011_GT.png,True,638,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11012.png,data/raw/kolektor-sdd2/train/11012_GT.png,True,632,224,3,343,defect,train
train,data/raw/kolektor-sdd2/train/11013.png,data/raw/kolektor-sdd2/train/11013_GT.png,True,632,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11014.png,data/raw/kolektor-sdd2/train/11014_GT.png,True,634,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11015.png,data/raw/kolektor-sdd2/train/11015_GT.png,True,633,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11016.png,data/raw/kolektor-sdd2/train/11016_GT.png,True,636,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11017.png,data/raw/kolektor-sdd2/train/11017_GT.png,True,619,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11018.png,data/raw/kolektor-sdd2/train/11018_GT.png,True,642,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11019.png,data/raw/kolektor-sdd2/train/11019_GT.png,True,633,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11020.png,data/raw/kolektor-sdd2/train/11020_GT.png,True,634,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11021.png,data/raw/kolektor-sdd2/train/11021_GT.png,True,626,223,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11022.png,data/raw/kolektor-sdd2/train/11022_GT.png,True,638,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11023.png,data/raw/kolektor-sdd2/train/11023_GT.png,True,638,225,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11024.png,data/raw/kolektor-sdd2/train/11024_GT.png,True,631,225,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11025.png,data/raw/kolektor-sdd2/train/11025_GT.png,True,633,231,3,2221,defect,train
train,data/raw/kolektor-sdd2/train/11026.png,data/raw/kolektor-sdd2/train/11026_GT.png,True,636,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11027.png,data/raw/kolektor-sdd2/train/11027_GT.png,True,641,224,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11028.png,data/raw/kolektor-sdd2/train/11028_GT.png,True,636,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11029.png,data/raw/kolektor-sdd2/train/11029_GT.png,True,641,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11030.png,data/raw/kolektor-sdd2/train/11030_GT.png,True,647,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11031.png,data/raw/kolektor-sdd2/train/11031_GT.png,True,631,232,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11032.png,data/raw/kolektor-sdd2/train/11032_GT.png,True,641,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11033.png,data/raw/kolektor-sdd2/train/11033_GT.png,True,647,234,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11034.png,data/raw/kolektor-sdd2/train/11034_GT.png,True,637,223,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11035.png,data/raw/kolektor-sdd2/train/11035_GT.png,True,637,228,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11036.png,data/raw/kolektor-sdd2/train/11036_GT.png,True,644,239,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11037.png,data/raw/kolektor-sdd2/train/11037_GT.png,True,638,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11038.png,data/raw/kolektor-sdd2/train/11038_GT.png,True,643,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11039.png,data/raw/kolektor-sdd2/train/11039_GT.png,True,637,234,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11040.png,data/raw/kolektor-sdd2/train/11040_GT.png,True,633,231,3,774,defect,validation
train,data/raw/kolektor-sdd2/train/11041.png,data/raw/kolektor-sdd2/train/11041_GT.png,True,639,226,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11042.png,data/raw/kolektor-sdd2/train/11042_GT.png,True,645,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11043.png,data/raw/kolektor-sdd2/train/11043_GT.png,True,649,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11044.png,data/raw/kolektor-sdd2/train/11044_GT.png,True,642,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11045.png,data/raw/kolektor-sdd2/train/11045_GT.png,True,633,224,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11046.png,data/raw/kolektor-sdd2/train/11046_GT.png,True,635,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11047.png,data/raw/kolektor-sdd2/train/11047_GT.png,True,644,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11048.png,data/raw/kolektor-sdd2/train/11048_GT.png,True,633,234,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11049.png,data/raw/kolektor-sdd2/train/11049_GT.png,True,633,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11050.png,data/raw/kolektor-sdd2/train/11050_GT.png,True,634,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11051.png,data/raw/kolektor-sdd2/train/11051_GT.png,True,648,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11052.png,data/raw/kolektor-sdd2/train/11052_GT.png,True,628,225,3,3271,defect,validation
train,data/raw/kolektor-sdd2/train/11053.png,data/raw/kolektor-sdd2/train/11053_GT.png,True,637,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11054.png,data/raw/kolektor-sdd2/train/11054_GT.png,True,635,224,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11055.png,data/raw/kolektor-sdd2/train/11055_GT.png,True,639,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11056.png,data/raw/kolektor-sdd2/train/11056_GT.png,True,634,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11057.png,data/raw/kolektor-sdd2/train/11057_GT.png,True,633,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11058.png,data/raw/kolektor-sdd2/train/11058_GT.png,True,641,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11059.png,data/raw/kolektor-sdd2/train/11059_GT.png,True,644,237,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11060.png,data/raw/kolektor-sdd2/train/11060_GT.png,True,635,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11061.png,data/raw/kolektor-sdd2/train/11061_GT.png,True,645,229,3,2737,defect,train
train,data/raw/kolektor-sdd2/train/11062.png,data/raw/kolektor-sdd2/train/11062_GT.png,True,623,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11063.png,data/raw/kolektor-sdd2/train/11063_GT.png,True,635,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11064.png,data/raw/kolektor-sdd2/train/11064_GT.png,True,628,233,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11065.png,data/raw/kolektor-sdd2/train/11065_GT.png,True,646,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11066.png,data/raw/kolektor-sdd2/train/11066_GT.png,True,637,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11067.png,data/raw/kolektor-sdd2/train/11067_GT.png,True,641,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11068.png,data/raw/kolektor-sdd2/train/11068_GT.png,True,632,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11069.png,data/raw/kolektor-sdd2/train/11069_GT.png,True,641,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11070.png,data/raw/kolektor-sdd2/train/11070_GT.png,True,631,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11071.png,data/raw/kolektor-sdd2/train/11071_GT.png,True,631,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11072.png,data/raw/kolektor-sdd2/train/11072_GT.png,True,636,226,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11073.png,data/raw/kolektor-sdd2/train/11073_GT.png,True,637,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11074.png,data/raw/kolektor-sdd2/train/11074_GT.png,True,644,235,3,3868,defect,train
train,data/raw/kolektor-sdd2/train/11075.png,data/raw/kolektor-sdd2/train/11075_GT.png,True,632,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11076.png,data/raw/kolektor-sdd2/train/11076_GT.png,True,645,228,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11077.png,data/raw/kolektor-sdd2/train/11077_GT.png,True,641,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11078.png,data/raw/kolektor-sdd2/train/11078_GT.png,True,640,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11079.png,data/raw/kolektor-sdd2/train/11079_GT.png,True,637,225,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/11080.png,data/raw/kolektor-sdd2/train/11080_GT.png,True,641,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11081.png,data/raw/kolektor-sdd2/train/11081_GT.png,True,652,236,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11082.png,data/raw/kolektor-sdd2/train/11082_GT.png,True,637,237,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11083.png,data/raw/kolektor-sdd2/train/11083_GT.png,True,643,235,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11084.png,data/raw/kolektor-sdd2/train/11084_GT.png,True,642,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11085.png,data/raw/kolektor-sdd2/train/11085_GT.png,True,644,238,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11086.png,data/raw/kolektor-sdd2/train/11086_GT.png,True,640,239,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11087.png,data/raw/kolektor-sdd2/train/11087_GT.png,True,633,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/11088.png,data/raw/kolektor-sdd2/train/11088_GT.png,True,637,236,3,7156,defect,validation
train,data/raw/kolektor-sdd2/train/11089.png,data/raw/kolektor-sdd2/train/11089_GT.png,True,652,232,3,0,non-defect,train
